Cell,Number,Slice,Date,Sample,donor_id,Mouse date of birth,Mouse age,Mouse genotype,Targeted layer,Inferred layer,Cre,Exon reads,Intron reads,Intergenic reads,Sequencing batch,Number of genes detected,RNA family,BICCN_cluster_label,RNA type confidence,RNA type top-3,ALMVISp top-3,Length (bp),Yield (pgµl),User,Hold Time (min),Soma depth (µm),Soma depth (4x),Cortical thickness (4x),Cortical thickness (µm),Traced,Exclusion reasons,AP Fano factor,AP amplitude (mV),AP amplitude adaptation index,AP amplitude average adaptation index,AP coefficient of variation,AP threshold (mV),AP width (ms),Afterdepolarization (mV),Afterhyperpolarization (mV),Burstiness,ISI Fano factor,ISI adaptation index,ISI average adaptation index,ISI coefficient of variation,Input resistance (MOhm),Latency (ms),Latency @ +20pA current (ms),Max number of APs,Membrane time constant (ms),Rebound (mV),Rebound number of APs,Resting membrane potential (mV),Rheobase (pA),Sag area (mV*s),Sag ratio,Sag time (s),Spike frequency adaptation,Upstroke-to-downstroke ratio,Wildness,BICCN_ontology_term_id,BICCN_subclass_label,disease_ontology_term_id,assay_ontology_term_id,tissue_ontology_term_id,cell_type_ontology_term_id,development_stage_ontology_term_id,self_reported_ethnicity_ontology_term_id,sex_ontology_term_id,is_primary_data,organism_ontology_term_id,suspension_type,cell_type,assay,disease,organism,sex,tissue,self_reported_ethnicity,development_stage
20180103_sample_3,23,20180103_slice_3,2018-01-03,sample 3,mouse_BXLFB,2017-10-27,68,Pvalb-Cre/wt; Ai9/wt,5,5,PV-,1377121,78374,53639,2,10559,ET,L5 ET_1,0.98,L5 ET_1 (98.0%),L5 PT ALM Slco2a1 (100.0%),2083.0,368.84,Fede,10.0,1060.8,389.4,669.1,1846.7160000000001,nan,nan,1.5269656328322108,93.8943661749363,0.903416879123986,0.9913931366153445,0.15633046718901195,-35.661328583955765,1.2000000000000066,0.0,-1.2437775731086729,0.5561797752808987,0.0014355855393665775,2.11809523809524,1.1379118817471372,0.2427344007407237,120.0458252944407,114.32,61.32000000000002,25,12.838175857432681,3.019882614010328,0,-64.27815756350756,90.0,33.44659307137145,1.1816230234330019,0.36516,0.7857142857142857,3.68348048816977,0.0,ILX:0770160,L5 ET neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000053,na,PATO:0000383,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,9 weeks
20180103_sample_4,24,20180103_slice_4,2018-01-03,sample 4,mouse_BXLFB,2017-10-27,68,Pvalb-Cre/wt; Ai9/wt,5,5,PV-,1192979,85242,84992,2,5990,low quality,nan,,nan,nan,1548.0,116.17,Fede,6.0,1105.8,391.5,581.7,1605.4920000000002,nan,nan,3.972876379116888,94.85192969441414,0.9643887114673018,0.9886678163174732,0.2646307800157107,-36.74627467989922,1.2000000000000066,0.0,-1.6411095857620241,0.6083916083916091,0.001139168838981352,1.4895374449339205,1.1573773096134417,0.21374175060743555,76.1711687147617,98.40000000000002,62.88000000000002,25,12.481922154340575,0.8492356693169896,0,-63.58504756093025,164.0,0.0,1.095662265620811,0.0,0.8461538461538461,3.582200088079147,0.0,nan,nan,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000003,MmusDv:0000053,na,PATO:0000383,True,NCBITaxon:10090,cell,native cell,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,9 weeks
20180103_sample_5,25,20180103_slice_5,2018-01-03,sample 5,mouse_BXLFB,2017-10-27,68,Pvalb-Cre/wt; Ai9/wt,5,5,PV-,688127,1781619,235324,2,14498,IT,L5 IT_1,0.97,L5 IT_1 (97.1%),"L5 IT ALM Cpa6 Gpr88 (81.0%), L5 IT ALM Gkn1 Pcdh19 (13.0%), L5 IT ALM Lypd1 Gpr88 (4.0%)",1751.0,734.5,Fede,8.0,858.3,291.3,550.6,1519.656,nan,nan,1.7949937519489432,80.3433544933796,0.9142929795849072,0.9935821944877264,0.1784023622943219,-33.457856625318534,1.5199999999999658,0.0,-7.878366857767105,0.3689604685212299,0.0017074419199590689,1.6840236686390535,1.144854680870538,0.22206112991419502,104.02581610282259,151.24,79.96000000000002,18,18.81053595963777,1.3738616874986604,0,-64.25594577342272,100.0,0.0,1.028272715984893,0.0,0.8,3.75190753089347,0.0,ILX:0770157,L5 IT neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000053,na,PATO:0000383,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,9 weeks
20180103_sample_6,26,20180103_slice_6,2018-01-03,sample 6,mouse_BXLFB,2017-10-27,68,Pvalb-Cre/wt; Ai9/wt,5,5,PV-,1689601,2614811,422908,2,14013,IT,L5 IT_1,0.99,L5 IT_1 (99.1%),"L5 IT ALM Cpa6 Gpr88 (45.0%), L5 IT ALM Lypd1 Gpr88 (30.0%), L5 IT ALM Gkn1 Pcdh19 (13.0%)",2186.0,451.87,Fede,10.0,1061.2,393.1,659.8,1821.0479999999998,nan,nan,1.5258503302411823,91.49793162941931,0.8489752865973184,0.9963853678429556,0.15482291834415512,-36.73709183931351,1.5199999999999658,0.0,0.23022666573524475,0.3579072532699174,0.0016588578069523872,1.5811455847255378,1.146495006859215,0.2306686207102056,134.74546813716486,159.28,83.60000000000002,20,16.935158512429847,0.9733925958718216,0,-64.11325778216124,100.0,0.0,1.0603579892817183,0.0,0.8181818181818182,3.719712831561497,0.0,ILX:0770157,L5 IT neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000053,na,PATO:0000383,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,9 weeks
20180103_sample_7,27,20180103_slice_7,2018-01-03,sample 7,mouse_BXLFB,2017-10-27,68,Pvalb-Cre/wt; Ai9/wt,5,5,PV-,1118512,1255511,193438,1,13201,IT,L5 IT_1,0.93,"L5 IT_1 (92.9%), L4/5 IT_2 (3.6%)","L5 IT ALM Cpa6 Gpr88 (41.0%), L5 IT ALM Cbln4 Fezf2 (27.0%), L5 IT ALM Lypd1 Gpr88 (13.0%)",1639.0,538.97,Fede,12.0,571.6,213.8,552.8,1525.7279999999998,y,nan,3.4048130207282137,95.22538632154465,0.7259821876145787,1.003288327962207,0.2472572962307983,-44.347114861011505,1.3199999999999878,0.0,-0.7782727479934692,0.419548872180451,0.003362644117256931,3.886363636363636,1.7587428245735428,0.35062500518223905,242.00033924231926,166.16,80.47999999999998,22,23.16675320533594,5.496882738926813,0,-63.142297321558,20.0,45.54044960036862,1.1241689689396066,0.42851999999999996,0.5714285714285714,3.859637506674663,0.0,ILX:0770157,L5 IT neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000053,na,PATO:0000383,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,9 weeks
20180103_sample_8,28,20180103_slice_8,2018-01-03,sample 8,mouse_BXLFB,2017-10-27,68,Pvalb-Cre/wt; Ai9/wt,5,5,PV-,1959765,1536151,257920,2,12909,IT,L5 IT_3,0.54,"L5 IT_3 (54.3%), L5 IT_1 (22.6%), L5 IT_2 (12.4%)","L5 IT VISp Col27a1 (67.0%), L5 IT ALM Cpa6 Gpr88 (19.0%), L5 IT ALM Gkn1 Pcdh19 (10.0%)",1980.0,393.33,Fede,10.0,605.9,219.5,505.5,1395.18,nan,nan,1.6146757597774963,94.16643530130386,0.9379556925408185,0.9965404396044276,0.15894177699738082,-33.242132514715195,1.12000000000001,2.1426454186439514,-5.7057254016399375,0.653206650831354,0.0017544108788491804,1.5418113812449907,1.5023242497281206,0.2664223811658399,125.89360132813455,106.48000000000002,64.12,25,10.602841051571597,1.1300641290082325,0,-69.72007581889629,140.0,0.0,1.102257222644471,0.0,0.7857142857142857,3.2899648995609407,0.0,ILX:0770157,L5 IT neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000053,na,PATO:0000383,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,9 weeks
20180104_sample_1,29,20180104_slice_1,2018-01-04,sample 1,mouse_UALZV,2017-10-27,69,Pvalb-Cre/wt; Ai9/wt,5,5,PV-,112690,13545,14594,2,3182,low quality,nan,,nan,nan,1544.0,56.29,Fede,7.0,625.0,245.7,512.0,1413.12,nan,nan,2.057672827427905,89.49867635965347,0.8511005471158927,0.9859056294552772,0.1868592381791736,-36.77577152848244,1.479999999999981,0.0,-4.545439034700394,0.3337070294982992,0.0020313642356278075,1.0616061606160614,1.3099300028835643,0.2123199941035808,100.51361767699319,151.4,96.48,14,16.659124670331277,1.0631901506488646,0,-65.94041130840779,120.0,0.0,1.1103420053795972,0.0,0.75,3.81906793855056,0.0,nan,nan,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000003,MmusDv:0000053,na,PATO:0000384,True,NCBITaxon:10090,cell,native cell,Patch-seq,normal,Mus musculus,male,primary motor cortex,na,9 weeks
20180104_sample_2,30,20180104_slice_2,2018-01-04,sample 2,mouse_UALZV,2017-10-27,69,Pvalb-Cre/wt; Ai9/wt,5,5,PV-,326578,569047,68680,2,10261,IT,L5 IT_3,0.48,"L5 IT_3 (48.0%), L5 IT_1 (46.3%), L5 IT_2 (4.9%)","L5 IT VISp Col27a1 (55.0%), L5 IT ALM Cpa6 Gpr88 (18.0%), L4 IT VISp Rspo1 (12.0%)",2295.0,331.83,Fede,10.0,642.6,249.8,599.1,1653.516,nan,nan,2.1648767387977323,85.32115444540976,0.6847775249376924,1.0060714543808429,0.2016079757864679,-34.477341920137405,1.4399999999999968,0.0,-3.61957773566246,0.0,0.0021562191788487093,1.4415584415584417,1.4442411099560781,0.3070181160404141,195.81090500578284,162.16,73.76000000000002,26,17.348047046827624,2.5662313265366805,0,-66.02219137847426,63.7037037037037,0.0,1.145978908254748,0.0,0.625,3.8692550773064975,0.0,ILX:0770157,L5 IT neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000053,na,PATO:0000384,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,male,primary motor cortex,na,9 weeks
20180104_sample_3,31,20180104_slice_3,2018-01-04,sample 3,mouse_UALZV,2017-10-27,69,Pvalb-Cre/wt; Ai9/wt,5,5,PV-,8552519,2122716,558279,1,20383,IT,L4/5 IT_2,0.86,"L4/5 IT_2 (85.6%), L5 IT_1 (13.9%)",L5 IT ALM Tmem163 Dmrtb1 (100.0%),2360.0,1248.8,Fede,6.0,485.1,175.7,488.0,1346.88,nan,nan,2.2192605484226635,84.21312272548677,0.9628235578849276,0.9849133008521948,0.21055328549738986,-44.92177069187164,1.5999999999999903,0.0,-7.933363318443298,0.3513182096873088,0.002151814899799548,1.424242424242425,1.1901578673222108,0.21700327419426907,142.42808321756982,114.36,61.56,14,25.047871334297014,3.1479393264361164,0,-63.82608583271504,60.0,0.0,1.0700144067300563,0.0,0.75,4.316944493772608,0.0,ILX:0770174,L4/5 IT,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000053,na,PATO:0000384,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,male,primary motor cortex,na,9 weeks
20180104_sample_4,32,20180104_slice_4,2018-01-04,sample 4,mouse_UALZV,2017-10-27,69,Pvalb-Cre/wt; Ai9/wt,5,5,PV-,65302,4948,6337,2,1772,low quality,nan,,nan,nan,1559.0,27.08,Fede,7.0,528.4,191.4,494.8,1365.648,nan,nan,1.2046111760480422,97.09524363279344,0.838880268208994,0.9933660968105776,0.1359012352491385,-40.347877889871604,1.4399999999999968,0.0,-2.186845988035202,0.2292089249492896,0.002048184114785596,1.6692307692307682,1.5231320947661011,0.2459509842273092,116.9993004649878,169.36000000000004,106.04000000000002,19,16.574789907093066,1.4318844407629283,0,-65.08670022338629,80.0,0.0,1.0898479341606588,0.0,0.8,4.2307864509306325,1.0,nan,nan,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000003,MmusDv:0000053,na,PATO:0000384,True,NCBITaxon:10090,cell,native cell,Patch-seq,normal,Mus musculus,male,primary motor cortex,na,9 weeks
20180104_sample_6,33,20180104_slice_6,2018-01-04,sample 6,mouse_UALZV,2017-10-27,69,Pvalb-Cre/wt; Ai9/wt,5,5,PV-,174024,137524,25972,3,11684,ET,L5 ET_4,0.48,"L5 ET_4 (47.9%), L5 ET_2 (32.0%), L5 ET_3 (18.3%)","L5 PT VISp Lgr5 (60.0%), L5 PT ALM Npsr1 (24.0%), L5 PT VISp C1ql2 Ptgfr (16.0%)",2195.0,728.36,Fede,10.0,647.2,234.4,473.7,1307.412,y,nan,0.9564418711942582,90.42133018374443,0.9620825233317108,0.9952035351995604,0.1202797031335058,-39.32959213852882,1.2399999999999909,0.0,-4.119504243135451,0.6018779342723005,0.0021791835882234056,1.5750873108265424,1.219623434414023,0.2709387159235028,248.37592552105576,75.92000000000002,42.39999999999999,21,24.06311461714194,2.061701887933438,0,-65.76600203216076,60.0,0.0,1.1333788036306236,0.0,0.75,3.689367404467193,0.0,ILX:0770160,L5 ET neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000053,na,PATO:0000384,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,male,primary motor cortex,na,9 weeks
20180105_sample_4,34,20180105_slice_4,2018-01-05,sample 4,mouse_LYQJP,2017-10-27,70,Pvalb-Cre/wt; Ai9/wt,5,5,PV-,5257425,4258865,1027630,1,17438,IT,L5 IT_1,0.62,"L5 IT_1 (61.7%), L5 IT_3 (18.4%), L5 IT_2 (16.6%)","L5 IT ALM Cpa6 Gpr88 (36.0%), L5 IT ALM Cbln4 Fezf2 (23.0%), L5 IT VISp Col27a1 (21.0%)",1579.0,259.84,Fede,10.0,741.8,271.1,519.5,1433.82,y,nan,1.5551642716892082,92.89172291755676,0.6901163740031863,1.0253742411664772,0.16071191665314205,-37.24861145019531,1.36,0.0,-1.1369548738002777,0.5491881566380133,0.0015783935468240058,2.25,7.6121418204926705,0.2252863110120557,133.11865995327622,102.76000000000002,78.56000000000002,20,22.709804118487426,2.3639967095264325,0,-64.0122043132782,100.0,0.0,1.1082875092555102,0.0,0.8181818181818182,3.736730306998712,0.0,ILX:0770157,L5 IT neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000054,na,PATO:0000384,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,male,primary motor cortex,na,10 weeks
20180105_sample_5,35,20180105_slice_5,2018-01-05,sample 5,mouse_LYQJP,2017-10-27,70,Pvalb-Cre/wt; Ai9/wt,5,5,PV-,3736746,2728967,660163,1,16139,IT,L5 IT_1,0.91,"L5 IT_1 (91.0%), L4/5 IT_2 (3.0%), L5 ET_1 (2.7%)","L4 IT VISp Rspo1 (33.0%), L5 IT ALM Cpa6 Gpr88 (22.0%), L5 IT VISp Batf3 (17.0%)",1513.0,141.77,Fede,10.0,528.4,199.5,515.8,1423.608,y,nan,3.733311899964346,83.80497619509697,0.5666382507609402,1.0422740903783194,0.2596505477009213,-38.04309293627739,1.8400000000000083,0.0,8.072700351476671,0.0,0.006758696876774562,2.196153846153848,2.3703849175176734,0.3717089831835891,150.01545629898703,153.24,113.76,13,19.812866542995906,2.192795210893756,0,-63.13222421705723,60.0,0.0,1.075439732476865,0.0,0.625,5.116970830621466,0.0,ILX:0770157,L5 IT neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000054,na,PATO:0000384,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,male,primary motor cortex,na,10 weeks
20180105_sample_6,36,20180105_slice_6,2018-01-05,sample 6,mouse_LYQJP,2017-10-27,70,Pvalb-Cre/wt; Ai9/wt,5,5,PV-,1902533,1807065,451233,1,14647,IT,L5 IT_1,0.45,"L5 IT_1 (45.0%), L5 IT_2 (39.7%), L5 IT_3 (8.4%)","L5 IT ALM Gkn1 Pcdh19 (40.0%), L5 IT VISp Col27a1 (34.0%), L6 IT ALM Tgfb1 (13.0%)",1622.0,168.05,Fede,10.0,638.3,234.5,462.3,1275.948,y,nan,0.5718250481491759,96.03945910930634,0.8856477934553258,0.9951514304941824,0.0863227338942447,-38.996797055006034,1.3200000000000434,0.0,-3.1364448368549347,0.6225490196078431,0.002489661741887606,2.9730215827338164,1.5907416361403581,0.25096765480745303,122.51728617399924,228.44,108.8,16,20.44635573188008,1.373118951304548,0,-68.41704485714436,60.00000000000002,0.0,1.0952954012095533,0.0,0.7777777777777778,4.048083056875424,0.0,ILX:0770157,L5 IT neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000054,na,PATO:0000384,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,male,primary motor cortex,na,10 weeks
20180108_sample_1,37,20180108_slice_1,2018-01-08,sample 1,mouse_OOSLW,2017-11-05,64,Pvalb-Cre/wt; Ai9/wt,5,5,PV-,1457748,1784110,258283,2,13414,IT,L5 IT_1,1.0,L5 IT_1 (99.6%),"L5 IT ALM Cpa6 Gpr88 (57.0%), L5 IT ALM Tmem163 Arhgap25 (38.0%)",2474.0,418.17,Fede,10.0,635.6,228.2,566.6,1563.816,nan,nan,2.8572325472509132,89.68296647071838,0.7008689800300386,1.0032794227585216,0.21847386480965764,-43.13671961426735,1.7199999999999993,0.0,1.705661416053772,0.0,0.004520916912656461,3.9988221436984666,1.7229660273037708,0.305132754819779,160.65716730306548,208.96,105.16,13,27.358660777059985,2.999540880040428,0,-63.565706223249435,40.0,0.0,1.1475507613643543,0.0,0.8571428571428571,4.106889015042212,0.0,ILX:0770157,L5 IT neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000053,na,PATO:0000383,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,9 weeks
20180108_sample_2,38,20180108_slice_2,2018-01-08,sample 2,mouse_OOSLW,2017-11-05,64,Pvalb-Cre/wt; Ai9/wt,5,5,PV-,510888,308130,52741,2,3980,low quality,nan,,nan,nan,1503.0,74.09,Fede,10.0,802.9,285.5,587.5,1621.5,nan,nan,3.3812362790750554,84.46697518229485,0.7169294183723494,1.0168147623405204,0.2416595480143533,-41.6129119694233,1.6399999999999748,0.0,-2.663593739271164,0.4484710410940375,0.00478250023912004,2.66027178257394,2.407462182880207,0.3500395345252927,188.74511951208117,194.64,61.600000000000016,16,23.437821522614502,3.2322521974115688,0,-67.61703179627656,60.0,0.0,1.1070489679151925,0.0,0.7777777777777778,4.099906952809009,0.0,nan,nan,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000003,MmusDv:0000053,na,PATO:0000383,True,NCBITaxon:10090,cell,native cell,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,9 weeks
20180108_sample_3,39,20180108_slice_3,2018-01-08,sample 3,mouse_OOSLW,2017-11-05,64,Pvalb-Cre/wt; Ai9/wt,5,5,PV-,469764,44224,42607,2,13133,IT,L5 IT_1,0.82,"L5 IT_1 (81.7%), L5 IT_2 (8.7%), L5 ET_1 (6.3%)","L5 IT ALM Tmem163 Arhgap25 (31.0%), L5 IT ALM Gkn1 Pcdh19 (26.0%), L5 IT ALM Cpa6 Gpr88 (24.0%)",2378.0,416.79,Fede,10.0,724.7,248.8,560.5,1546.98,nan,nan,1.4428245040343444,91.0160280764103,0.7920444211637205,0.9996735194462038,0.15859564680506755,-34.84579548239708,1.4399999999999968,0.0,-2.8350763022899628,0.5594329334787346,0.0019168970703242504,4.432065217391312,2.1234378896306785,0.24161684690217966,189.9134944938123,131.44,81.44000000000003,19,31.89046102668295,2.003498293221384,0,-59.23592342138291,60.0,0.0,1.0922684665613964,0.0,0.7272727272727273,4.209388826890848,0.0,ILX:0770157,L5 IT neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000053,na,PATO:0000383,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,9 weeks
20180108_sample_4,40,20180108_slice_4,2018-01-08,sample 4,mouse_OOSLW,2017-11-05,64,Pvalb-Cre/wt; Ai9/wt,5,5,PV-,1069590,1035606,161359,2,5639,ET,L5 ET_4,0.49,"L5 ET_4 (48.9%), L6 CT Pou3f2 (11.1%), L5 ET_2 (9.1%)","L5 PT VISp Lgr5 (55.0%), L5 PT VISp C1ql2 Ptgfr (25.0%), L5 PT ALM Npsr1 (16.0%)",1527.0,137.09,Fede,10.0,738.1,269.9,528.1,1457.556,y,nan,3.595045229001658,97.37870097160341,0.6588761554082968,0.9961211763804976,0.2250040763351652,-41.31634533405304,1.1599999999999944,0.0,1.3165324926376345,0.6367614879649888,0.003806423497316161,1.3310344827586216,5.399344678822811,0.34887434133232803,88.79589218087494,55.56,34.8,20,16.560109605696095,5.620384135934536,0,-62.1672399841249,80.0,36.24814580902452,1.4030697773388272,0.4398000000000001,0.8181818181818182,2.7577906904061664,0.0,ILX:0770160,L5 ET neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000053,na,PATO:0000383,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,9 weeks
20180108_sample_5,41,20180108_slice_5,2018-01-08,sample 5,mouse_OOSLW,2017-11-05,64,Pvalb-Cre/wt; Ai9/wt,5,5,PV-,147672,13964,23361,1,16535,ET,L5 ET_2,0.58,"L5 ET_2 (57.7%), L5 ET_3 (24.4%), L5 ET_4 (17.7%)","L5 PT ALM Hpgd (39.0%), L5 PT ALM Npsr1 (31.0%), L5 PT VISp Lgr5 (30.0%)",2412.0,412.34,Fede,10.0,632.5,214.5,496.3,1369.7879999999998,y,nan,2.385200164879281,93.6613529920578,0.8849836053185036,0.9820759590610096,0.200669209017625,-37.61433064937592,1.3199999999999878,0.7526464760303497,1.7216652631759644,0.5981346711878743,0.0040778337688839855,5.7435897435897445,2.415650434427422,0.3225194414461475,34.74395550787447,215.76000000000005,93.0,16,22.82418770269636,2.560608596159767,0,-66.20478717982769,160.0,0.0,1.6836405692900691,0.0,0.6666666666666666,3.8605220212214473,1.0,ILX:0770160,L5 ET neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000053,na,PATO:0000383,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,9 weeks
20180108_sample_7,42,20180108_slice_7,2018-01-08,sample 7,mouse_OOSLW,2017-11-05,64,Pvalb-Cre/wt; Ai9/wt,5,5,PV-,1471939,1268100,306428,1,12693,IT,L5 IT_1,0.97,L5 IT_1 (96.9%),"L5 IT VISp Hsd11b1 Endou (44.0%), L5 IT ALM Cpa6 Gpr88 (27.0%), L5 IT VISp Whrn Tox2 (14.0%)",2503.0,414.54,Fede,10.0,987.7,359.0,596.0,1644.96,nan,nan,2.560651078404497,90.12246876955031,0.6885638914217542,1.0135452650528798,0.2059833152949226,-33.628113567829125,1.6800000000000148,0.0,1.093938946723938,0.6840805648351607,0.0034479881794851853,9.007117437722421,3.0900448723388743,0.28656116537024745,121.22002596283951,491.4,130.64,15,28.7839133435534,2.9971165792863843,0,-53.217920310050246,23.99999999999999,0.0,1.15338691370614,0.0,0.6666666666666666,4.13504064926288,0.0,ILX:0770157,L5 IT neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000053,na,PATO:0000383,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,9 weeks
20180108_sample_8,43,20180108_slice_8,2018-01-08,sample 8,mouse_OOSLW,2017-11-05,64,Pvalb-Cre/wt; Ai9/wt,5,5,PV-,812213,949428,126805,2,11579,ET,L5 ET_1,0.94,"L5 ET_1 (93.9%), L5 ET_2 (5.6%)",L5 PT ALM Slco2a1 (95.0%),2560.0,405.42,Fede,10.0,923.4,337.0,580.1,1601.076,nan,nan,5.132275288153445,93.97679939866066,0.84827240548895,0.9969654036132176,0.28707717584212217,-42.04165935516357,1.3200000000000156,0.0,-4.026077687740326,0.31428571428571395,0.003332566501867778,7.652849740932638,2.0077417070654957,0.3846455569857123,111.57232570399849,95.0,45.72000000000001,28,15.570336662548096,3.637305624123627,0,-64.88404997140168,80.0,48.23204970672678,1.2417805805908844,0.54904,0.625,3.0914464680812115,1.0,ILX:0770160,L5 ET neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000053,na,PATO:0000383,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,9 weeks
20180108_sample_9,44,20180108_slice_9,2018-01-08,sample 9,mouse_OOSLW,2017-11-05,64,Pvalb-Cre/wt; Ai9/wt,5,5,PV-,439766,518015,99561,3,15279,IT,L5 IT_1,0.92,"L5 IT_1 (92.1%), L5 IT_2 (4.4%)","L5 IT ALM Cpa6 Gpr88 (72.0%), L5 IT ALM Gkn1 Pcdh19 (27.0%)",2151.0,307.11,Fede,10.0,798.2,293.3,537.4,1483.224,y,nan,8.713250820985566,89.73200991749762,0.953025655833208,0.998107581405414,0.4609569116233039,-34.03988853096962,1.7199999999999993,0.0,0.5204826593399048,0.4706559263521284,0.001086149939863691,2.232131147540984,1.4702587378411345,0.22539332006685994,155.8336402177811,130.92000000000002,83.64000000000001,29,15.761339952934437,0.7244183705702056,0,-68.06744345128536,140.0,0.0,1.0377617086111521,0.0,0.8666666666666667,3.7546166880828022,0.0,ILX:0770157,L5 IT neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000053,na,PATO:0000383,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,9 weeks
20180108_sample_10,45,20180108_slice_10,2018-01-08,sample 10,mouse_OOSLW,2017-11-05,64,Pvalb-Cre/wt; Ai9/wt,5,5,PV-,1505286,1726024,385868,1,11858,ET,L5 ET_1,0.96,L5 ET_1 (95.7%),L5 PT VISp Krt80 (97.0%),2240.0,344.79,Fede,10.0,703.3,260.8,556.8,1536.7679999999998,nan,nan,4.669494257965583,95.10144963860512,0.9583522288060432,0.9948646495576994,0.282448650090261,-34.974586218595505,1.479999999999981,2.9637329280376434,0.2104528248310089,0.5859376280296947,0.002479679214151413,1.4557315936626272,1.1319911470530992,0.2956656615433958,61.04218294844035,101.64,65.04000000000002,22,12.774462704939651,0.0,0,-59.83617318272591,200.0,0.0,1.0053450229813434,0.0,0.75,4.254851774212783,0.0,ILX:0770160,L5 ET neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000053,na,PATO:0000383,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,9 weeks
